node,dx,dy,tile,px,py,c_o,dim,time
16,128,2,5000,64,1,o,1,0.277
16,128,2,5000,8,8,c,1,0.389
16,128,2,200,64,1,o,1,0.062
16,128,2,200,8,8,c,1,0.1055
16,128,2,400,64,1,o,1,0.0615
16,128,2,400,8,8,c,1,0.105
16,128,2,1000,64,1,o,1,0.06
16,128,2,1000,8,8,c,1,0.104
16,128,2,2000,64,1,o,1,0.074
16,128,2,2000,8,8,c,1,0.116
16,128,2,3000,64,1,o,1,0.124
16,128,2,3000,8,8,c,1,0.1865
16,128,2,4000,64,1,o,1,0.192
16,128,2,4000,8,8,c,1,0.2805
16,256,1,5000,64,1,o,1,0.276
16,256,1,5000,8,8,c,1,0.6114999999999999
16,256,1,200,64,1,o,1,0.062
16,256,1,200,8,8,c,1,0.106
16,256,1,400,64,1,o,1,0.0615
16,256,1,400,8,8,c,1,0.105
16,256,1,1000,64,1,o,1,0.06
16,256,1,1000,8,8,c,1,0.105
16,256,1,2000,64,1,o,1,0.074
16,256,1,2000,8,8,c,1,0.1465
16,256,1,3000,64,1,o,1,0.124
16,256,1,3000,8,8,c,1,0.2445
16,256,1,4000,64,1,o,1,0.191
16,256,1,4000,8,8,c,1,0.41
32,1,256,7071,1,128,o,1,0.281
32,1,256,7071,16,8,c,1,0.365
32,1,256,282,1,128,o,1,0.074
32,1,256,282,16,8,c,1,0.123
32,1,256,565,1,128,o,1,0.073
32,1,256,565,16,8,c,1,0.122
32,1,256,1414,1,128,o,1,0.072
32,1,256,1414,16,8,c,1,0.12
32,1,256,2828,1,128,o,1,0.08
32,1,256,2828,16,8,c,1,0.123
32,1,256,4242,1,128,o,1,0.135
32,1,256,4242,16,8,c,1,0.19
32,1,256,5656,1,128,o,1,0.216
32,1,256,5656,16,8,c,1,0.2715
32,2,128,7071,1,128,o,1,0.281
32,2,128,7071,16,8,c,1,0.3345
32,2,128,282,1,128,o,1,0.074
32,2,128,282,16,8,c,1,0.1225
32,2,128,565,1,128,o,1,0.074
32,2,128,565,16,8,c,1,0.122
32,2,128,1414,1,128,o,1,0.072
32,2,128,1414,16,8,c,1,0.12
32,2,128,2828,1,128,o,1,0.08
32,2,128,2828,16,8,c,1,0.117
32,2,128,4242,1,128,o,1,0.135
32,2,128,4242,16,8,c,1,0.167
32,2,128,5656,1,128,o,1,0.2125
32,2,128,5656,16,8,c,1,0.247
32,4,64,7071,2,64,o,1,0.2925
32,4,64,7071,16,8,c,1,0.3225
32,4,64,282,2,64,o,1,0.0895
32,4,64,282,16,8,c,1,0.123
32,4,64,565,2,64,o,1,0.089
32,4,64,565,16,8,c,1,0.122
32,4,64,1414,2,64,o,1,0.088
32,4,64,1414,16,8,c,1,0.12
32,4,64,2828,2,64,o,1,0.096
32,4,64,2828,16,8,c,1,0.117
32,4,64,4242,2,64,o,1,0.147
32,4,64,4242,16,8,c,1,0.162
32,4,64,5656,2,64,o,1,0.2165
32,4,64,5656,16,8,c,1,0.237
32,8,32,7071,4,32,o,1,0.3125
32,8,32,7071,4,32,o,2,0.3025
32,8,32,7071,16,8,c,1,0.318
32,8,32,282,4,32,o,1,0.112
32,8,32,282,4,32,o,2,0.1015
32,8,32,282,16,8,c,1,0.123
32,8,32,565,4,32,o,1,0.111
32,8,32,565,4,32,o,2,0.1015
32,8,32,565,16,8,c,1,0.123
32,8,32,1414,4,32,o,1,0.11
32,8,32,1414,4,32,o,2,0.101
32,8,32,1414,16,8,c,1,0.1205
32,8,32,2828,4,32,o,1,0.111
32,8,32,2828,4,32,o,2,0.102
32,8,32,2828,16,8,c,1,0.116
32,8,32,4242,4,32,o,1,0.1585
32,8,32,4242,4,32,o,2,0.153
32,8,32,4242,16,8,c,1,0.159
32,8,32,5656,4,32,o,1,0.228
32,8,32,5656,4,32,o,2,0.222
32,8,32,5656,16,8,c,1,0.233
32,16,16,7071,8,16,o,1,0.317
32,16,16,7071,8,16,o,2,0.31
32,16,16,7071,16,8,c,1,0.318
32,16,16,282,8,16,o,1,0.118
32,16,16,282,8,16,o,2,0.113
32,16,16,282,16,8,c,1,0.123
32,16,16,565,8,16,o,1,0.117
32,16,16,565,8,16,o,2,0.113
32,16,16,565,16,8,c,1,0.122
32,16,16,1414,8,16,o,1,0.116
32,16,16,1414,8,16,o,2,0.113
32,16,16,1414,16,8,c,1,0.121
32,16,16,2828,8,16,o,1,0.115
32,16,16,2828,8,16,o,2,0.107
32,16,16,2828,16,8,c,1,0.116
32,16,16,4242,8,16,o,1,0.158
32,16,16,4242,8,16,o,2,0.154
32,16,16,4242,16,8,c,1,0.159
32,16,16,5656,8,16,o,1,0.236
32,16,16,5656,8,16,o,2,0.2255
32,16,16,5656,16,8,c,1,0.231
32,32,8,7071,16,8,o,1,0.321
32,32,8,7071,16,8,o,2,0.3095
32,32,8,7071,16,8,c,1,0.3195
32,32,8,282,16,8,o,1,0.123
32,32,8,282,16,8,o,2,0.1135
32,32,8,282,16,8,c,1,0.1225
32,32,8,565,16,8,o,1,0.123
32,32,8,565,16,8,o,2,0.114
32,32,8,565,16,8,c,1,0.122
32,32,8,1414,16,8,o,1,0.121
32,32,8,1414,16,8,o,2,0.114
32,32,8,1414,16,8,c,1,0.121
32,32,8,2828,16,8,o,1,0.117
32,32,8,2828,16,8,o,2,0.107
32,32,8,2828,16,8,c,1,0.116
32,32,8,4242,16,8,o,1,0.16
32,32,8,4242,16,8,o,2,0.1575
32,32,8,4242,16,8,c,1,0.1605
32,32,8,5656,16,8,o,1,0.233
32,32,8,5656,16,8,o,2,0.226
32,32,8,5656,16,8,c,1,0.233
32,64,4,7071,32,4,o,1,0.3185
32,64,4,7071,32,4,o,2,0.304
32,64,4,7071,16,8,c,1,0.33
32,64,4,282,32,4,o,1,0.123
32,64,4,282,32,4,o,2,0.102
32,64,4,282,16,8,c,1,0.123
32,64,4,565,32,4,o,1,0.1225
32,64,4,565,32,4,o,2,0.1015
32,64,4,565,16,8,c,1,0.122
32,64,4,1414,32,4,o,1,0.122
32,64,4,1414,32,4,o,2,0.1
32,64,4,1414,16,8,c,1,0.1205
32,64,4,2828,32,4,o,1,0.1195
32,64,4,2828,32,4,o,2,0.102
32,64,4,2828,16,8,c,1,0.117
32,64,4,4242,32,4,o,1,0.159
32,64,4,4242,32,4,o,2,0.153
32,64,4,4242,16,8,c,1,0.164
32,64,4,5656,32,4,o,1,0.235
32,64,4,5656,32,4,o,2,0.222
32,64,4,5656,16,8,c,1,0.238
32,128,2,7071,64,2,o,1,0.303
32,128,2,7071,64,2,o,2,0.291
32,128,2,7071,16,8,c,1,0.364
32,128,2,282,64,2,o,1,0.099
32,128,2,282,64,2,o,2,0.09
32,128,2,282,16,8,c,1,0.1235
32,128,2,565,64,2,o,1,0.099
32,128,2,565,64,2,o,2,0.089
32,128,2,565,16,8,c,1,0.123
32,128,2,1414,64,2,o,1,0.097
32,128,2,1414,64,2,o,2,0.088
32,128,2,1414,16,8,c,1,0.121
32,128,2,2828,64,2,o,1,0.099
32,128,2,2828,64,2,o,2,0.096
32,128,2,2828,16,8,c,1,0.12
32,128,2,4242,64,2,o,1,0.152
32,128,2,4242,64,2,o,2,0.1445
32,128,2,4242,16,8,c,1,0.175
32,128,2,5656,64,2,o,1,0.2195
32,128,2,5656,64,2,o,2,0.215
32,128,2,5656,16,8,c,1,0.261
32,256,1,7071,128,1,o,1,0.2805
32,256,1,7071,16,8,c,1,0.48
32,256,1,282,128,1,o,1,0.074
32,256,1,282,16,8,c,1,0.123
32,256,1,565,128,1,o,1,0.073
32,256,1,565,16,8,c,1,0.123
32,256,1,1414,128,1,o,1,0.071
32,256,1,1414,16,8,c,1,0.121
32,256,1,2828,128,1,o,1,0.081
32,256,1,2828,16,8,c,1,0.138
32,256,1,4242,128,1,o,1,0.135
32,256,1,4242,16,8,c,1,0.22
32,256,1,5656,128,1,o,1,0.215
32,256,1,5656,16,8,c,1,0.324
64,1,256,10000,1,256,o,1,0.346
64,1,256,10000,16,16,c,1,0.3635
64,1,256,400,1,256,o,1,0.101
64,1,256,400,16,16,c,1,0.148
64,1,256,800,1,256,o,1,0.113
64,1,256,800,16,16,c,1,0.1585
64,1,256,2000,1,256,o,1,0.109
64,1,256,2000,16,16,c,1,0.152
64,1,256,4000,1,256,o,1,0.0995
64,1,256,4000,16,16,c,1,0.1405
64,1,256,6000,1,256,o,1,0.155
64,1,256,6000,16,16,c,1,0.182
64,1,256,8000,1,256,o,1,0.223
64,1,256,8000,16,16,c,1,0.275
64,2,128,10000,2,128,o,1,0.346
64,2,128,10000,16,16,c,1,0.35
64,2,128,400,2,128,o,1,0.1145
64,2,128,400,16,16,c,1,0.1475
64,2,128,800,2,128,o,1,0.113
64,2,128,800,16,16,c,1,0.149
64,2,128,2000,2,128,o,1,0.116
64,2,128,2000,16,16,c,1,0.143
64,2,128,4000,2,128,o,1,0.104
64,2,128,4000,16,16,c,1,0.1365
64,2,128,6000,2,128,o,1,0.15
64,2,128,6000,16,16,c,1,0.175
64,2,128,8000,2,128,o,1,0.236
64,2,128,8000,16,16,c,1,0.26
64,4,64,10000,4,64,o,1,0.344
64,4,64,10000,4,64,o,2,0.343
64,4,64,10000,16,16,c,1,0.348
64,4,64,400,4,64,o,1,0.136
64,4,64,400,4,64,o,2,0.128
64,4,64,400,16,16,c,1,0.149
64,4,64,800,4,64,o,1,0.136
64,4,64,800,4,64,o,2,0.125
64,4,64,800,16,16,c,1,0.149
64,4,64,2000,4,64,o,1,0.133
64,4,64,2000,4,64,o,2,0.124
64,4,64,2000,16,16,c,1,0.145
64,4,64,4000,4,64,o,1,0.126
64,4,64,4000,4,64,o,2,0.1145
64,4,64,4000,16,16,c,1,0.138
64,4,64,6000,4,64,o,1,0.163
64,4,64,6000,4,64,o,2,0.157
64,4,64,6000,16,16,c,1,0.172
64,4,64,8000,4,64,o,1,0.246
64,4,64,8000,4,64,o,2,0.2405
64,4,64,8000,16,16,c,1,0.256
64,8,32,10000,8,32,o,1,0.3435
64,8,32,10000,8,32,o,2,0.343
64,8,32,10000,16,16,c,1,0.3435
64,8,32,400,8,32,o,1,0.144
64,8,32,400,8,32,o,2,0.137
64,8,32,400,16,16,c,1,0.1475
64,8,32,800,8,32,o,1,0.146
64,8,32,800,8,32,o,2,0.137
64,8,32,800,16,16,c,1,0.1455
64,8,32,2000,8,32,o,1,0.1405
64,8,32,2000,8,32,o,2,0.1335
64,8,32,2000,16,16,c,1,0.1435
64,8,32,4000,8,32,o,1,0.1315
64,8,32,4000,8,32,o,2,0.128
64,8,32,4000,16,16,c,1,0.138
64,8,32,6000,8,32,o,1,0.168
64,8,32,6000,8,32,o,2,0.162
64,8,32,6000,16,16,c,1,0.171
64,8,32,8000,8,32,o,1,0.252
64,8,32,8000,8,32,o,2,0.2415
64,8,32,8000,16,16,c,1,0.2535
64,16,16,10000,16,16,o,1,0.3475
64,16,16,10000,16,16,o,2,0.3475
64,16,16,10000,16,16,c,1,0.3445
64,16,16,400,16,16,o,1,0.1495
64,16,16,400,16,16,o,2,0.1405
64,16,16,400,16,16,c,1,0.1455
64,16,16,800,16,16,o,1,0.148
64,16,16,800,16,16,o,2,0.139
64,16,16,800,16,16,c,1,0.1465
64,16,16,2000,16,16,o,1,0.1445
64,16,16,2000,16,16,o,2,0.137
64,16,16,2000,16,16,c,1,0.1435
64,16,16,4000,16,16,o,1,0.136
64,16,16,4000,16,16,o,2,0.132
64,16,16,4000,16,16,c,1,0.137
64,16,16,6000,16,16,o,1,0.1705
64,16,16,6000,16,16,o,2,0.162
64,16,16,6000,16,16,c,1,0.17
64,16,16,8000,16,16,o,1,0.254
64,16,16,8000,16,16,o,2,0.243
64,16,16,8000,16,16,c,1,0.2535
64,32,8,10000,32,8,o,1,0.3495
64,32,8,10000,32,8,o,2,0.348
64,32,8,10000,16,16,c,1,0.347
64,32,8,400,32,8,o,1,0.147
64,32,8,400,32,8,o,2,0.1395
64,32,8,400,16,16,c,1,0.1455
64,32,8,800,32,8,o,1,0.146
64,32,8,800,32,8,o,2,0.137
64,32,8,800,16,16,c,1,0.1495
64,32,8,2000,32,8,o,1,0.1465
64,32,8,2000,32,8,o,2,0.134
64,32,8,2000,16,16,c,1,0.146
64,32,8,4000,32,8,o,1,0.139
64,32,8,4000,32,8,o,2,0.1275
64,32,8,4000,16,16,c,1,0.139
64,32,8,6000,32,8,o,1,0.171
64,32,8,6000,32,8,o,2,0.1645
64,32,8,6000,16,16,c,1,0.171
64,64,4,10000,64,4,o,1,0.347
64,64,4,10000,64,4,o,2,0.3505
64,64,4,10000,16,16,c,1,0.358
64,64,4,400,64,4,o,1,0.148
64,64,4,400,64,4,o,2,0.1265
64,64,4,400,16,16,c,1,0.147
64,64,4,800,64,4,o,1,0.146
64,64,4,800,64,4,o,2,0.1265
64,64,4,800,16,16,c,1,0.147
64,64,4,2000,64,4,o,1,0.1425
64,64,4,2000,64,4,o,2,0.124
64,64,4,2000,16,16,c,1,0.1465
64,64,4,4000,64,4,o,1,0.136
64,64,4,4000,64,4,o,2,0.115
64,64,4,4000,16,16,c,1,0.136
64,64,4,6000,64,4,o,1,0.171
64,64,4,6000,64,4,o,2,0.157
64,64,4,6000,16,16,c,1,0.178
64,128,2,10000,128,2,o,1,0.345
64,128,2,10000,128,2,o,2,0.35
64,128,2,10000,16,16,c,1,0.4185
64,128,2,400,128,2,o,1,0.124
64,128,2,400,128,2,o,2,0.115
64,128,2,400,16,16,c,1,0.145
64,128,2,800,128,2,o,1,0.1255
64,128,2,800,128,2,o,2,0.111
64,128,2,800,16,16,c,1,0.1445
64,128,2,2000,128,2,o,1,0.1215
64,128,2,2000,128,2,o,2,0.112
64,128,2,2000,16,16,c,1,0.1435
64,128,2,4000,128,2,o,1,0.117
64,128,2,4000,128,2,o,2,0.1035
64,128,2,4000,16,16,c,1,0.1375
64,128,2,6000,128,2,o,1,0.156
64,128,2,6000,128,2,o,2,0.1495
64,128,2,6000,16,16,c,1,0.199
64,256,1,10000,256,1,o,1,0.35
64,256,1,10000,16,16,c,1,0.652
64,256,1,400,256,1,o,1,0.1045
64,256,1,400,16,16,c,1,0.1445
64,256,1,800,256,1,o,1,0.099
64,256,1,800,16,16,c,1,0.145
64,256,1,2000,256,1,o,1,0.096
64,256,1,2000,16,16,c,1,0.145
64,256,1,4000,256,1,o,1,0.096
64,256,1,4000,16,16,c,1,0.169
64,256,1,6000,256,1,o,1,0.156
64,256,1,6000,16,16,c,1,0.2735
