node,dx,dy,tile,px,py,c_o,dim,time
16,256,1,2000,64,1,o,1,0.085
16,256,1,2000,8,8,c,1,0.304
16,256,1,3000,64,1,o,1,0.142
16,256,1,3000,8,8,c,1,0.592
16,256,1,4000,64,1,o,1,0.224
16,256,1,4000,8,8,c,1,0.94
32,1,256,282,1,128,o,1,0.074
32,1,256,282,16,8,c,1,0.122
32,1,256,565,1,128,o,1,0.0735
32,1,256,565,16,8,c,1,0.122
32,1,256,1414,1,128,o,1,0.072
32,1,256,1414,16,8,c,1,0.122
32,1,256,2828,1,128,o,1,0.092
32,1,256,2828,16,8,c,1,0.175
32,1,256,4242,1,128,o,1,0.155
32,1,256,4242,16,8,c,1,0.27
32,1,256,5656,1,128,o,1,0.2345
32,1,256,5656,16,8,c,1,0.387
32,2,128,282,1,128,o,1,0.074
32,2,128,282,16,8,c,1,0.1225
32,2,128,565,1,128,o,1,0.074
32,2,128,565,16,8,c,1,0.122
32,2,128,1414,1,128,o,1,0.072
32,2,128,1414,16,8,c,1,0.12
32,2,128,2828,1,128,o,1,0.093
32,2,128,2828,16,8,c,1,0.138
32,2,128,4242,1,128,o,1,0.157
32,2,128,4242,16,8,c,1,0.223
32,2,128,5656,1,128,o,1,0.236
32,2,128,5656,16,8,c,1,0.322
32,4,64,282,2,64,o,1,0.089
32,4,64,282,16,8,c,1,0.123
32,4,64,565,2,64,o,1,0.089
32,4,64,565,16,8,c,1,0.122
32,4,64,1414,2,64,o,1,0.087
32,4,64,1414,16,8,c,1,0.12
32,4,64,2828,2,64,o,1,0.103
32,4,64,2828,16,8,c,1,0.125
32,4,64,4242,2,64,o,1,0.17
32,4,64,4242,16,8,c,1,0.201
32,4,64,5656,2,64,o,1,0.2525
32,4,64,5656,16,8,c,1,0.295
32,8,32,282,4,32,o,1,0.1115
32,8,32,282,4,32,o,2,0.102
32,8,32,282,16,8,c,1,0.123
32,8,32,565,4,32,o,1,0.111
32,8,32,565,4,32,o,2,0.101
32,8,32,565,16,8,c,1,0.122
32,8,32,1414,4,32,o,1,0.1095
32,8,32,1414,4,32,o,2,0.099
32,8,32,1414,16,8,c,1,0.12
32,8,32,2828,4,32,o,1,0.12
32,8,32,2828,4,32,o,2,0.114
32,8,32,2828,16,8,c,1,0.121
32,8,32,4242,4,32,o,1,0.1915
32,8,32,4242,4,32,o,2,0.179
32,8,32,4242,16,8,c,1,0.1945
32,8,32,5656,4,32,o,1,0.283
32,8,32,5656,4,32,o,2,0.265
32,8,32,5656,16,8,c,1,0.284
32,16,16,282,8,16,o,1,0.118
32,16,16,282,8,16,o,2,0.113
32,16,16,282,16,8,c,1,0.123
32,16,16,565,8,16,o,1,0.118
32,16,16,565,8,16,o,2,0.113
32,16,16,565,16,8,c,1,0.122
32,16,16,1414,8,16,o,1,0.115
32,16,16,1414,8,16,o,2,0.112
32,16,16,1414,16,8,c,1,0.12
32,16,16,2828,8,16,o,1,0.122
32,16,16,2828,8,16,o,2,0.115
32,16,16,2828,16,8,c,1,0.121
32,16,16,4242,8,16,o,1,0.194
32,16,16,4242,8,16,o,2,0.184
32,16,16,4242,16,8,c,1,0.193
32,16,16,5656,8,16,o,1,0.2885
32,16,16,5656,8,16,o,2,0.272
32,16,16,5656,16,8,c,1,0.2795
32,32,8,282,16,8,o,1,0.1225
32,32,8,282,16,8,o,2,0.114
32,32,8,282,16,8,c,1,0.123
32,32,8,565,16,8,o,1,0.1225
32,32,8,565,16,8,o,2,0.113
32,32,8,565,16,8,c,1,0.123
32,32,8,1414,16,8,o,1,0.121
32,32,8,1414,16,8,o,2,0.114
32,32,8,1414,16,8,c,1,0.121
32,32,8,2828,16,8,o,1,0.123
32,32,8,2828,16,8,o,2,0.117
32,32,8,2828,16,8,c,1,0.123
32,32,8,4242,16,8,o,1,0.1975
32,32,8,4242,16,8,o,2,0.187
32,32,8,4242,16,8,c,1,0.198
32,32,8,5656,16,8,o,1,0.2925
32,32,8,5656,16,8,o,2,0.274
32,32,8,5656,16,8,c,1,0.2905
32,64,4,282,32,4,o,1,0.123
32,64,4,282,32,4,o,2,0.102
32,64,4,282,16,8,c,1,0.123
32,64,4,565,32,4,o,1,0.1215
32,64,4,565,32,4,o,2,0.101
32,64,4,565,16,8,c,1,0.122
32,64,4,1414,32,4,o,1,0.123
32,64,4,1414,32,4,o,2,0.1
32,64,4,1414,16,8,c,1,0.12
32,64,4,2828,32,4,o,1,0.1235
32,64,4,2828,32,4,o,2,0.1155
32,64,4,2828,16,8,c,1,0.135
32,64,4,4242,32,4,o,1,0.199
32,64,4,4242,32,4,o,2,0.1785
32,64,4,4242,16,8,c,1,0.2195
32,64,4,5656,32,4,o,1,0.2895
32,64,4,5656,32,4,o,2,0.263
32,64,4,5656,16,8,c,1,0.3235
32,128,2,282,64,2,o,1,0.099
32,128,2,282,64,2,o,2,0.089
32,128,2,282,16,8,c,1,0.123
32,128,2,565,64,2,o,1,0.098
32,128,2,565,64,2,o,2,0.089
32,128,2,565,16,8,c,1,0.123
32,128,2,1414,64,2,o,1,0.097
32,128,2,1414,64,2,o,2,0.088
32,128,2,1414,16,8,c,1,0.121
32,128,2,2828,64,2,o,1,0.113
32,128,2,2828,64,2,o,2,0.101
32,128,2,2828,16,8,c,1,0.166
32,128,2,4242,64,2,o,1,0.18
32,128,2,4242,64,2,o,2,0.168
32,128,2,4242,16,8,c,1,0.265
32,128,2,5656,64,2,o,1,0.265
32,128,2,5656,64,2,o,2,0.2505
32,128,2,5656,16,8,c,1,0.402
32,256,1,282,128,1,o,1,0.074
32,256,1,282,16,8,c,1,0.123
32,256,1,565,128,1,o,1,0.073
32,256,1,565,16,8,c,1,0.123
32,256,1,1414,128,1,o,1,0.072
32,256,1,1414,16,8,c,1,0.132
32,256,1,2828,128,1,o,1,0.092
32,256,1,2828,16,8,c,1,0.232
32,256,1,4242,128,1,o,1,0.157
32,256,1,4242,16,8,c,1,0.452
32,256,1,5656,128,1,o,1,0.234
32,256,1,5656,16,8,c,1,0.832
64,1,256,400,1,256,o,1,0.114
64,1,256,400,16,16,c,1,0.149
64,1,256,800,1,256,o,1,0.1
64,1,256,800,16,16,c,1,0.1495
64,1,256,2000,1,256,o,1,0.096
64,1,256,2000,16,16,c,1,0.144
64,1,256,4000,1,256,o,1,0.105
64,1,256,4000,16,16,c,1,0.164
64,1,256,6000,1,256,o,1,0.195
64,1,256,6000,16,16,c,1,0.2675
64,2,128,400,2,128,o,1,0.116
64,2,128,400,16,16,c,1,0.1495
64,2,128,800,2,128,o,1,0.1115
64,2,128,800,16,16,c,1,0.1495
64,2,128,2000,2,128,o,1,0.111
64,2,128,2000,16,16,c,1,0.142
64,2,128,4000,2,128,o,1,0.116
64,2,128,4000,16,16,c,1,0.1445
64,2,128,6000,2,128,o,1,0.201
64,2,128,6000,16,16,c,1,0.237
64,4,64,400,4,64,o,1,0.137
64,4,64,400,4,64,o,2,0.1255
64,4,64,400,16,16,c,1,0.1485
64,4,64,800,4,64,o,1,0.134
64,4,64,800,4,64,o,2,0.125
64,4,64,800,16,16,c,1,0.1475
64,4,64,2000,4,64,o,1,0.134
64,4,64,2000,4,64,o,2,0.1245
64,4,64,2000,16,16,c,1,0.1445
64,4,64,4000,4,64,o,1,0.13
64,4,64,4000,4,64,o,2,0.1215
64,4,64,4000,16,16,c,1,0.138
64,4,64,6000,4,64,o,1,0.217
64,4,64,6000,4,64,o,2,0.21
64,4,64,6000,16,16,c,1,0.23
64,8,32,400,8,32,o,1,0.1475
64,8,32,400,8,32,o,2,0.137
64,8,32,400,16,16,c,1,0.1475
64,8,32,800,8,32,o,1,0.141
64,8,32,800,8,32,o,2,0.136
64,8,32,800,16,16,c,1,0.146
64,8,32,2000,8,32,o,1,0.14
64,8,32,2000,8,32,o,2,0.135
64,8,32,2000,16,16,c,1,0.1445
64,8,32,4000,8,32,o,1,0.135
64,8,32,4000,8,32,o,2,0.1275
64,8,32,4000,16,16,c,1,0.137
64,8,32,6000,8,32,o,1,0.228
64,8,32,6000,8,32,o,2,0.2155
64,8,32,6000,16,16,c,1,0.2275
64,16,16,400,16,16,o,1,0.1475
64,16,16,400,16,16,o,2,0.138
64,16,16,400,16,16,c,1,0.149
64,16,16,800,16,16,o,1,0.145
64,16,16,800,16,16,o,2,0.138
64,16,16,800,16,16,c,1,0.146
64,16,16,2000,16,16,o,1,0.143
64,16,16,2000,16,16,o,2,0.136
64,16,16,2000,16,16,c,1,0.145
64,16,16,4000,16,16,o,1,0.138
64,16,16,4000,16,16,o,2,0.128
64,16,16,4000,16,16,c,1,0.138
64,16,16,6000,16,16,o,1,0.23
64,16,16,6000,16,16,o,2,0.216
64,16,16,6000,16,16,c,1,0.2185
64,32,8,400,32,8,o,1,0.15
64,32,8,400,32,8,o,2,0.1395
64,32,8,400,16,16,c,1,0.147
64,32,8,800,32,8,o,1,0.1505
64,32,8,800,32,8,o,2,0.1395
64,32,8,800,16,16,c,1,0.1455
64,32,8,2000,32,8,o,1,0.1455
64,32,8,2000,32,8,o,2,0.134
64,32,8,2000,16,16,c,1,0.1455
64,32,8,4000,32,8,o,1,0.139
64,32,8,4000,32,8,o,2,0.132
64,32,8,4000,16,16,c,1,0.145
64,32,8,6000,32,8,o,1,0.219
64,32,8,6000,32,8,o,2,0.214
64,32,8,6000,16,16,c,1,0.2355
64,64,4,400,64,4,o,1,0.146
64,64,4,400,64,4,o,2,0.1285
64,64,4,400,16,16,c,1,0.147
64,64,4,800,64,4,o,1,0.145
64,64,4,800,64,4,o,2,0.1255
64,64,4,800,16,16,c,1,0.1435
64,64,4,2000,64,4,o,1,0.1455
64,64,4,2000,64,4,o,2,0.124
64,64,4,2000,16,16,c,1,0.147
64,64,4,4000,64,4,o,1,0.141
64,64,4,4000,64,4,o,2,0.125
64,64,4,4000,16,16,c,1,0.1695
64,64,4,6000,64,4,o,1,0.222
64,64,4,6000,64,4,o,2,0.212
64,64,4,6000,16,16,c,1,0.2785
64,128,2,400,128,2,o,1,0.1245
64,128,2,400,128,2,o,2,0.114
64,128,2,400,16,16,c,1,0.149
64,128,2,800,128,2,o,1,0.122
64,128,2,800,128,2,o,2,0.1145
64,128,2,800,16,16,c,1,0.146
64,128,2,2000,128,2,o,1,0.124
64,128,2,2000,128,2,o,2,0.113
64,128,2,2000,16,16,c,1,0.151
64,128,2,4000,128,2,o,1,0.13
64,128,2,4000,128,2,o,2,0.117
64,128,2,4000,16,16,c,1,0.218
64,128,2,6000,128,2,o,1,0.2165
64,128,2,6000,128,2,o,2,0.203
64,128,2,6000,16,16,c,1,0.3605
64,256,1,400,256,1,o,1,0.101
64,256,1,400,16,16,c,1,0.146
64,256,1,800,256,1,o,1,0.1015
64,256,1,800,16,16,c,1,0.146
64,256,1,2000,256,1,o,1,0.0975
64,256,1,2000,16,16,c,1,0.186
64,256,1,4000,256,1,o,1,0.104
64,256,1,4000,16,16,c,1,0.35
64,256,1,6000,256,1,o,1,0.195
64,256,1,6000,16,16,c,1,0.6575
