node,tileidx,ratioidx,c_o,dim,tilestart,tilecurrent,domainx,domainy,partx,party,time
8,0,4,c,1,1000000,8000000,707,11314,8,4,0.099
8,0,4,c,2,1000000,8000000,707,11314,8,4,0.083
8,0,5,o,1,1000000,8000000,500,16000,1,32,0.054
8,0,5,c,1,1000000,8000000,500,16000,8,4,0.098
8,0,5,c,2,1000000,8000000,500,16000,8,4,0.083
8,0,6,o,1,1000000,8000000,353,22628,1,32,0.054
8,0,6,c,1,1000000,8000000,353,22628,8,4,0.098
8,0,6,c,2,1000000,8000000,353,22628,8,4,0.083
8,0,7,o,1,1000000,8000000,250,32000,1,32,0.054
8,0,7,c,1,1000000,8000000,250,32000,8,4,0.098
8,0,7,c,2,1000000,8000000,250,32000,8,4,0.083
8,0,8,o,1,1000000,8000000,176,45255,1,32,0.054
8,0,8,c,1,1000000,8000000,176,45255,8,4,0.099
8,0,8,c,2,1000000,8000000,176,45255,8,4,0.083
8,0,9,o,1,1000000,8000000,125,64000,1,32,0.054
8,0,9,c,1,1000000,8000000,125,64000,8,4,0.098
8,0,9,c,2,1000000,8000000,125,64000,8,4,0.083
8,1,0,o,1,25000000,200000000,14142,14143,4,8,0.089
8,1,0,o,2,25000000,200000000,14142,14143,4,8,0.08
8,1,0,c,1,25000000,200000000,14142,14143,8,4,0.097
8,1,0,c,2,25000000,200000000,14142,14143,8,4,0.08
8,1,1,o,1,25000000,200000000,10000,20000,4,8,0.089
8,1,1,o,2,25000000,200000000,10000,20000,4,8,0.08
8,1,1,c,1,25000000,200000000,10000,20000,8,4,0.097
8,1,1,c,2,25000000,200000000,10000,20000,8,4,0.08
8,1,2,o,1,25000000,200000000,7071,28285,2,16,0.066
8,1,2,c,1,25000000,200000000,7071,28285,8,4,0.097
8,1,2,c,2,25000000,200000000,7071,28285,8,4,0.08
8,1,3,o,1,25000000,200000000,5000,40000,2,16,0.066
8,1,3,c,1,25000000,200000000,5000,40000,8,4,0.097
8,1,3,c,2,25000000,200000000,5000,40000,8,4,0.08
8,1,4,o,1,25000000,200000000,3535,56569,1,32,0.052
8,1,4,c,1,25000000,200000000,3535,56569,8,4,0.097
8,1,4,c,2,25000000,200000000,3535,56569,8,4,0.08
8,1,5,o,1,25000000,200000000,2500,80000,1,32,0.053
8,1,5,c,1,25000000,200000000,2500,80000,8,4,0.097
8,1,5,c,2,25000000,200000000,2500,80000,8,4,0.082
8,1,6,o,1,25000000,200000000,1767,113138,1,32,0.052
8,1,6,c,1,25000000,200000000,1767,113138,8,4,0.097
8,1,6,c,2,25000000,200000000,1767,113138,8,4,0.0915
8,1,7,o,1,25000000,200000000,1250,160000,1,32,0.052
8,1,7,c,1,25000000,200000000,1250,160000,8,4,0.097
8,1,7,c,2,25000000,200000000,1250,160000,8,4,0.106
8,1,8,o,1,25000000,200000000,883,226275,1,32,0.052
8,1,8,c,1,25000000,200000000,883,226275,8,4,0.098
8,1,8,c,2,25000000,200000000,883,226275,8,4,0.125
8,1,9,o,1,25000000,200000000,625,320000,1,32,0.052
8,1,9,c,1,25000000,200000000,625,320000,8,4,0.104
8,1,9,c,2,25000000,200000000,625,320000,8,4,0.147
8,2,0,o,1,100000000,800000000,28284,28285,4,8,0.1245
8,2,0,o,2,100000000,800000000,28284,28285,4,8,0.117
8,2,0,c,1,100000000,800000000,28284,28285,8,4,0.125
8,2,0,c,2,100000000,800000000,28284,28285,8,4,0.117
8,2,1,o,1,100000000,800000000,20000,40000,4,8,0.122
8,2,1,o,2,100000000,800000000,20000,40000,4,8,0.1165
8,2,1,c,1,100000000,800000000,20000,40000,8,4,0.125
8,2,1,c,2,100000000,800000000,20000,40000,8,4,0.118
8,2,2,o,1,100000000,800000000,14142,56569,2,16,0.109
8,2,2,c,1,100000000,800000000,14142,56569,8,4,0.125
8,2,2,c,2,100000000,800000000,14142,56569,8,4,0.121
8,2,3,o,1,100000000,800000000,10000,80000,2,16,0.108
8,2,3,c,1,100000000,800000000,10000,80000,8,4,0.125
8,2,3,c,2,100000000,800000000,10000,80000,8,4,0.125
8,2,4,o,1,100000000,800000000,7071,113138,1,32,0.098
8,2,4,c,1,100000000,800000000,7071,113138,8,4,0.126
8,2,4,c,2,100000000,800000000,7071,113138,8,4,0.134
8,2,5,o,1,100000000,800000000,5000,160000,1,32,0.098
8,2,5,c,1,100000000,800000000,5000,160000,8,4,0.129
8,2,5,c,2,100000000,800000000,5000,160000,8,4,0.148
8,2,6,o,1,100000000,800000000,3535,226275,1,32,0.097
8,2,6,c,1,100000000,800000000,3535,226275,8,4,0.133
8,2,6,c,2,100000000,800000000,3535,226275,8,4,0.1665
8,2,7,o,1,100000000,800000000,2500,320000,1,32,0.098
8,2,7,c,1,100000000,800000000,2500,320000,8,4,0.14
8,2,7,c,2,100000000,800000000,2500,320000,8,4,0.193
8,2,8,o,1,100000000,800000000,1767,452549,1,32,0.097
8,2,8,c,1,100000000,800000000,1767,452549,8,4,0.153
8,2,8,c,2,100000000,800000000,1767,452549,8,4,0.234
8,2,9,o,1,100000000,800000000,1250,640000,1,32,0.097
8,2,9,c,1,100000000,800000000,1250,640000,8,4,0.169
8,2,9,c,2,100000000,800000000,1250,640000,8,4,0.286
8,3,0,o,1,200000000,1600000000,40000,40000,4,8,0.196
8,3,0,o,2,200000000,1600000000,40000,40000,4,8,0.185
8,3,0,c,1,200000000,1600000000,40000,40000,8,4,0.194
8,3,0,c,2,200000000,1600000000,40000,40000,8,4,0.186
8,3,1,o,1,200000000,1600000000,28284,56569,4,8,0.191
8,3,1,o,2,200000000,1600000000,28284,56569,4,8,0.183
8,3,1,c,1,200000000,1600000000,28284,56569,8,4,0.194
8,3,1,c,2,200000000,1600000000,28284,56569,8,4,0.189
8,3,2,o,1,200000000,1600000000,20000,80000,2,16,0.179
8,3,2,c,1,200000000,1600000000,20000,80000,8,4,0.194
8,3,2,c,2,200000000,1600000000,20000,80000,8,4,0.194
8,3,3,o,1,200000000,1600000000,14142,113138,2,16,0.177
8,3,3,c,1,200000000,1600000000,14142,113138,8,4,0.195
8,3,3,c,2,200000000,1600000000,14142,113138,8,4,0.202
8,3,4,o,1,200000000,1600000000,10000,160000,1,32,0.166
8,3,4,c,1,200000000,1600000000,10000,160000,8,4,0.196
8,3,4,c,2,200000000,1600000000,10000,160000,8,4,0.214
8,3,5,o,1,200000000,1600000000,7071,226275,1,32,0.165
8,3,5,c,1,200000000,1600000000,7071,226275,8,4,0.199
8,3,5,c,2,200000000,1600000000,7071,226275,8,4,0.233
8,3,6,o,1,200000000,1600000000,5000,320000,1,32,0.165
8,3,6,c,1,200000000,1600000000,5000,320000,8,4,0.205
8,3,6,c,2,200000000,1600000000,5000,320000,8,4,0.26
8,3,7,o,1,200000000,1600000000,3535,452549,1,32,0.165
8,3,7,c,1,200000000,1600000000,3535,452549,8,4,0.217
8,3,7,c,2,200000000,1600000000,3535,452549,8,4,0.2985
8,3,8,o,1,200000000,1600000000,2500,640000,1,32,0.165
8,3,8,c,1,200000000,1600000000,2500,640000,8,4,0.235
8,3,8,c,2,200000000,1600000000,2500,640000,8,4,0.3505
8,3,9,o,1,200000000,1600000000,1767,905097,1,32,0.164
8,3,9,c,1,200000000,1600000000,1767,905097,8,4,0.262
8,3,9,c,2,200000000,1600000000,1767,905097,8,4,0.427
8,4,0,o,1,300000000,2400000000,48989,48990,4,8,0.266
8,4,0,o,2,300000000,2400000000,48989,48990,4,8,0.2545
8,4,0,c,1,300000000,2400000000,48989,48990,8,4,0.262
8,4,0,c,2,300000000,2400000000,48989,48990,8,4,0.255
8,4,1,o,1,300000000,2400000000,34641,69283,4,8,0.26
8,4,1,o,2,300000000,2400000000,34641,69283,4,8,0.253
8,4,1,c,1,300000000,2400000000,34641,69283,8,4,0.262
8,4,1,c,2,300000000,2400000000,34641,69283,8,4,0.259
8,4,2,o,1,300000000,2400000000,24494,97980,2,16,0.248
8,4,2,c,1,300000000,2400000000,24494,97980,8,4,0.261
8,4,2,c,2,300000000,2400000000,24494,97980,8,4,0.266
8,4,3,o,1,300000000,2400000000,17320,138565,2,16,0.244
8,4,3,c,1,300000000,2400000000,17320,138565,8,4,0.264
8,4,3,c,2,300000000,2400000000,17320,138565,8,4,0.278
8,4,4,o,1,300000000,2400000000,12247,195960,1,32,0.234
8,4,4,c,1,300000000,2400000000,12247,195960,8,4,0.2645
8,4,4,c,2,300000000,2400000000,12247,195960,8,4,0.292
8,4,5,o,1,300000000,2400000000,8660,277129,1,32,0.234
8,4,5,c,1,300000000,2400000000,8660,277129,8,4,0.267
8,4,5,c,2,300000000,2400000000,8660,277129,8,4,0.315
8,4,6,o,1,300000000,2400000000,6123,391919,1,32,0.232
8,4,6,c,1,300000000,2400000000,6123,391919,8,4,0.275
8,4,6,c,2,300000000,2400000000,6123,391919,8,4,0.349
8,4,7,o,1,300000000,2400000000,4330,554257,1,32,0.2335
8,4,7,c,1,300000000,2400000000,4330,554257,8,4,0.287
8,4,7,c,2,300000000,2400000000,4330,554257,8,4,0.395
8,4,8,o,1,300000000,2400000000,3061,783837,1,32,0.232
8,4,8,c,1,300000000,2400000000,3061,783837,8,4,0.31
8,4,8,c,2,300000000,2400000000,3061,783837,8,4,0.4585
8,4,9,o,1,300000000,2400000000,2165,1108513,1,32,0.233
8,4,9,c,1,300000000,2400000000,2165,1108513,8,4,0.348
8,4,9,c,2,300000000,2400000000,2165,1108513,8,4,0.55
8,5,0,o,1,400000000,3200000000,56568,56569,4,8,0.337
8,5,0,o,2,400000000,3200000000,56568,56569,4,8,0.323
8,5,0,c,1,400000000,3200000000,56568,56569,8,4,0.329
8,5,0,c,2,400000000,3200000000,56568,56569,8,4,0.324
8,5,1,o,1,400000000,3200000000,40000,80000,4,8,0.328
8,5,1,o,2,400000000,3200000000,40000,80000,4,8,0.321
8,5,1,c,1,400000000,3200000000,40000,80000,8,4,0.328
8,5,1,c,2,400000000,3200000000,40000,80000,8,4,0.329
8,5,2,o,1,400000000,3200000000,28284,113138,2,16,0.316
8,5,2,c,1,400000000,3200000000,28284,113138,8,4,0.33
8,5,2,c,2,400000000,3200000000,28284,113138,8,4,0.338
8,5,3,o,1,400000000,3200000000,20000,160000,2,16,0.311
8,5,3,c,1,400000000,3200000000,20000,160000,8,4,0.332
8,5,3,c,2,400000000,3200000000,20000,160000,8,4,0.351
8,5,4,o,1,400000000,3200000000,14142,226275,1,32,0.303
8,5,4,c,1,400000000,3200000000,14142,226275,8,4,0.335
8,5,4,c,2,400000000,3200000000,14142,226275,8,4,0.369
8,5,5,o,1,400000000,3200000000,10000,320000,1,32,0.301
8,5,5,c,1,400000000,3200000000,10000,320000,8,4,0.3385
8,5,5,c,2,400000000,3200000000,10000,320000,8,4,0.394
8,5,6,o,1,400000000,3200000000,7071,452549,1,32,0.298
8,5,6,c,1,400000000,3200000000,7071,452549,8,4,0.348
8,5,6,c,2,400000000,3200000000,7071,452549,8,4,0.432
8,5,7,o,1,400000000,3200000000,5000,640000,1,32,0.2995
8,5,7,c,1,400000000,3200000000,5000,640000,8,4,0.367
8,5,7,c,2,400000000,3200000000,5000,640000,8,4,0.485
8,5,8,o,1,400000000,3200000000,3535,905097,1,32,0.2985
8,5,8,c,1,400000000,3200000000,3535,905097,8,4,0.395
8,5,8,c,2,400000000,3200000000,3535,905097,8,4,0.56
8,5,9,o,1,400000000,3200000000,2500,1280000,1,32,0.2995
8,5,9,c,1,400000000,3200000000,2500,1280000,8,4,0.439
8,5,9,c,2,400000000,3200000000,2500,1280000,8,4,0.666
16,0,0,o,1,1000000,16000000,4000,4000,8,8,0.106
16,0,0,o,2,1000000,16000000,4000,4000,8,8,0.1015
16,0,0,c,1,1000000,16000000,4000,4000,8,8,0.106
16,0,0,c,2,1000000,16000000,4000,4000,8,8,0.102
16,0,1,o,1,1000000,16000000,2828,5657,4,16,0.099
16,0,1,o,2,1000000,16000000,2828,5657,4,16,0.09
16,0,1,c,1,1000000,16000000,2828,5657,8,8,0.106
16,0,1,c,2,1000000,16000000,2828,5657,8,8,0.103
16,0,2,o,1,1000000,16000000,2000,8000,4,16,0.1
16,0,2,o,2,1000000,16000000,2000,8000,4,16,0.09
16,0,2,c,1,1000000,16000000,2000,8000,8,8,0.106
16,0,2,c,2,1000000,16000000,2000,8000,8,8,0.102
16,0,3,o,1,1000000,16000000,1414,11314,2,32,0.078
16,0,3,c,1,1000000,16000000,1414,11314,8,8,0.106
16,0,3,c,2,1000000,16000000,1414,11314,8,8,0.102
16,0,4,o,1,1000000,16000000,1000,16000,2,32,0.077
16,0,4,c,1,1000000,16000000,1000,16000,8,8,0.106
16,0,4,c,2,1000000,16000000,1000,16000,8,8,0.102
16,0,5,o,1,1000000,16000000,707,22628,1,64,0.062
16,0,5,c,1,1000000,16000000,707,22628,8,8,0.105
16,0,5,c,2,1000000,16000000,707,22628,8,8,0.102
16,0,6,o,1,1000000,16000000,500,32000,1,64,0.062
16,0,6,c,1,1000000,16000000,500,32000,8,8,0.106
16,0,6,c,2,1000000,16000000,500,32000,8,8,0.101
16,0,7,o,1,1000000,16000000,353,45255,1,64,0.0615
16,0,7,c,1,1000000,16000000,353,45255,8,8,0.106
16,0,7,c,2,1000000,16000000,353,45255,8,8,0.1015
16,0,8,o,1,1000000,16000000,250,64000,1,64,0.0615
16,0,8,c,1,1000000,16000000,250,64000,8,8,0.105
16,0,8,c,2,1000000,16000000,250,64000,8,8,0.101
16,0,9,o,1,1000000,16000000,176,90510,1,64,0.062
16,0,9,c,1,1000000,16000000,176,90510,8,8,0.105
16,0,9,c,2,1000000,16000000,176,90510,8,8,0.102
16,1,0,o,1,25000000,400000000,20000,20000,8,8,0.102
16,1,0,o,2,25000000,400000000,20000,20000,8,8,0.101
16,1,0,c,1,25000000,400000000,20000,20000,8,8,0.102
16,1,0,c,2,25000000,400000000,20000,20000,8,8,0.101
16,1,1,o,1,25000000,400000000,14142,28285,4,16,0.096
16,1,1,o,2,25000000,400000000,14142,28285,4,16,0.086
16,1,1,c,1,25000000,400000000,14142,28285,8,8,0.102
16,1,1,c,2,25000000,400000000,14142,28285,8,8,0.1
16,1,2,o,1,25000000,400000000,10000,40000,4,16,0.096
16,1,2,o,2,25000000,400000000,10000,40000,4,16,0.086
16,1,2,c,1,25000000,400000000,10000,40000,8,8,0.102
16,1,2,c,2,25000000,400000000,10000,40000,8,8,0.101
16,1,3,o,1,25000000,400000000,7071,56569,2,32,0.073
16,1,3,c,1,25000000,400000000,7071,56569,8,8,0.102
16,1,3,c,2,25000000,400000000,7071,56569,8,8,0.101
16,1,4,o,1,25000000,400000000,5000,80000,2,32,0.073
16,1,4,c,1,25000000,400000000,5000,80000,8,8,0.102
16,1,4,c,2,25000000,400000000,5000,80000,8,8,0.1005
16,1,5,o,1,25000000,400000000,3535,113138,1,64,0.059
16,1,5,c,1,25000000,400000000,3535,113138,8,8,0.1015
16,1,5,c,2,25000000,400000000,3535,113138,8,8,0.101
16,1,6,o,1,25000000,400000000,2500,160000,1,64,0.059
16,1,6,c,1,25000000,400000000,2500,160000,8,8,0.102
16,1,6,c,2,25000000,400000000,2500,160000,8,8,0.101
16,1,7,o,1,25000000,400000000,1767,226275,1,64,0.059
16,1,7,c,1,25000000,400000000,1767,226275,8,8,0.102
16,1,7,c,2,25000000,400000000,1767,226275,8,8,0.102
16,1,8,o,1,25000000,400000000,1250,320000,1,64,0.058499999999999996
16,1,8,c,1,25000000,400000000,1250,320000,8,8,0.103
16,1,8,c,2,25000000,400000000,1250,320000,8,8,0.1155
16,1,9,o,1,25000000,400000000,883,452549,1,64,0.058
16,1,9,c,1,25000000,400000000,883,452549,8,8,0.105
16,1,9,c,2,25000000,400000000,883,452549,8,8,0.136
16,2,0,o,1,100000000,1600000000,40000,40000,8,8,0.133
16,2,0,o,2,100000000,1600000000,40000,40000,8,8,0.128
16,2,0,c,1,100000000,1600000000,40000,40000,8,8,0.133
16,2,0,c,2,100000000,1600000000,40000,40000,8,8,0.128
16,2,1,o,1,100000000,1600000000,28284,56569,4,16,0.1315
16,2,1,o,2,100000000,1600000000,28284,56569,4,16,0.122
16,2,1,c,1,100000000,1600000000,28284,56569,8,8,0.1325
16,2,1,c,2,100000000,1600000000,28284,56569,8,8,0.129
16,2,2,o,1,100000000,1600000000,20000,80000,4,16,0.129
16,2,2,o,2,100000000,1600000000,20000,80000,4,16,0.122
16,2,2,c,1,100000000,1600000000,20000,80000,8,8,0.132
16,2,2,c,2,100000000,1600000000,20000,80000,8,8,0.13
16,2,3,o,1,100000000,1600000000,14142,113138,2,32,0.116
16,2,3,c,1,100000000,1600000000,14142,113138,8,8,0.132
16,2,3,c,2,100000000,1600000000,14142,113138,8,8,0.132
16,2,4,o,1,100000000,1600000000,10000,160000,2,32,0.115
16,2,4,c,1,100000000,1600000000,10000,160000,8,8,0.133
16,2,4,c,2,100000000,1600000000,10000,160000,8,8,0.136
16,2,5,o,1,100000000,1600000000,7071,226275,1,64,0.106
16,2,5,c,1,100000000,1600000000,7071,226275,8,8,0.134
16,2,5,c,2,100000000,1600000000,7071,226275,8,8,0.144
16,2,6,o,1,100000000,1600000000,5000,320000,1,64,0.105
16,2,6,c,1,100000000,1600000000,5000,320000,8,8,0.136
16,2,6,c,2,100000000,1600000000,5000,320000,8,8,0.16
16,2,7,o,1,100000000,1600000000,3535,452549,1,64,0.105
16,2,7,c,1,100000000,1600000000,3535,452549,8,8,0.141
16,2,7,c,2,100000000,1600000000,3535,452549,8,8,0.179
16,2,8,o,1,100000000,1600000000,2500,640000,1,64,0.105
16,2,8,c,1,100000000,1600000000,2500,640000,8,8,0.148
16,2,8,c,2,100000000,1600000000,2500,640000,8,8,0.2085
16,2,9,o,1,100000000,1600000000,1767,905097,1,64,0.105
16,2,9,c,1,100000000,1600000000,1767,905097,8,8,0.161
16,2,9,c,2,100000000,1600000000,1767,905097,8,8,0.249
16,3,0,o,1,200000000,3200000000,56568,56569,8,8,0.204
16,3,0,o,2,200000000,3200000000,56568,56569,8,8,0.1985
16,3,0,c,1,200000000,3200000000,56568,56569,8,8,0.204
16,3,0,c,2,200000000,3200000000,56568,56569,8,8,0.199
16,3,1,o,1,200000000,3200000000,40000,80000,4,16,0.203
16,3,1,o,2,200000000,3200000000,40000,80000,4,16,0.192
16,3,1,c,1,200000000,3200000000,40000,80000,8,8,0.202
16,3,1,c,2,200000000,3200000000,40000,80000,8,8,0.199
16,3,2,o,1,200000000,3200000000,28284,113138,4,16,0.199
16,3,2,o,2,200000000,3200000000,28284,113138,4,16,0.191
16,3,2,c,1,200000000,3200000000,28284,113138,8,8,0.201
16,3,2,c,2,200000000,3200000000,28284,113138,8,8,0.202
16,3,3,o,1,200000000,3200000000,20000,160000,2,32,0.183
16,3,3,c,1,200000000,3200000000,20000,160000,8,8,0.201
16,3,3,c,2,200000000,3200000000,20000,160000,8,8,0.205
16,3,4,o,1,200000000,3200000000,14142,226275,2,32,0.182
16,3,4,c,1,200000000,3200000000,14142,226275,8,8,0.20350000000000001
16,3,4,c,2,200000000,3200000000,14142,226275,8,8,0.2135
16,3,5,o,1,200000000,3200000000,10000,320000,1,64,0.17
16,3,5,c,1,200000000,3200000000,10000,320000,8,8,0.205
16,3,5,c,2,200000000,3200000000,10000,320000,8,8,0.224
16,3,6,o,1,200000000,3200000000,7071,452549,1,64,0.169
16,3,6,c,1,200000000,3200000000,7071,452549,8,8,0.209
16,3,6,c,2,200000000,3200000000,7071,452549,8,8,0.242
16,3,7,o,1,200000000,3200000000,5000,640000,1,64,0.169
16,3,7,c,1,200000000,3200000000,5000,640000,8,8,0.215
16,3,7,c,2,200000000,3200000000,5000,640000,8,8,0.27
16,3,8,o,1,200000000,3200000000,3535,905097,1,64,0.169
16,3,8,c,1,200000000,3200000000,3535,905097,8,8,0.225
16,3,8,c,2,200000000,3200000000,3535,905097,8,8,0.308
16,3,9,o,1,200000000,3200000000,2500,1280000,1,64,0.169
16,3,9,c,1,200000000,3200000000,2500,1280000,8,8,0.241
16,3,9,c,2,200000000,3200000000,2500,1280000,8,8,0.36
16,4,0,o,1,300000000,4800000000,69282,69283,8,8,0.271
16,4,0,o,2,300000000,4800000000,69282,69283,8,8,0.265
16,4,0,c,1,300000000,4800000000,69282,69283,8,8,0.27
16,4,0,c,2,300000000,4800000000,69282,69283,8,8,0.266
16,4,1,o,1,300000000,4800000000,48989,97980,4,16,0.273
16,4,1,o,2,300000000,4800000000,48989,97980,4,16,0.261
16,4,1,c,1,300000000,4800000000,48989,97980,8,8,0.268
16,4,1,c,2,300000000,4800000000,48989,97980,8,8,0.267
16,4,2,o,1,300000000,4800000000,34641,138565,4,16,0.268
16,4,2,o,2,300000000,4800000000,34641,138565,4,16,0.2595
16,4,2,c,1,300000000,4800000000,34641,138565,8,8,0.268
16,4,2,c,2,300000000,4800000000,34641,138565,8,8,0.271
16,4,3,o,1,300000000,4800000000,24494,195960,2,32,0.252
16,4,3,c,1,300000000,4800000000,24494,195960,8,8,0.268
16,4,3,c,2,300000000,4800000000,24494,195960,8,8,0.278
16,4,4,o,1,300000000,4800000000,17320,277129,2,32,0.2485
16,4,4,c,1,300000000,4800000000,17320,277129,8,8,0.2715
16,4,4,c,2,300000000,4800000000,17320,277129,8,8,0.288
16,4,5,o,1,300000000,4800000000,12247,391919,1,64,0.238
16,4,5,c,1,300000000,4800000000,12247,391919,8,8,0.273
16,4,5,c,2,300000000,4800000000,12247,391919,8,8,0.3
16,4,6,o,1,300000000,4800000000,8660,554257,1,64,0.237
16,4,6,c,1,300000000,4800000000,8660,554257,8,8,0.2775
16,4,6,c,2,300000000,4800000000,8660,554257,8,8,0.323
16,4,7,o,1,300000000,4800000000,6123,783837,1,64,0.236
16,4,7,c,1,300000000,4800000000,6123,783837,8,8,0.2875
16,4,7,c,2,300000000,4800000000,6123,783837,8,8,0.358
16,4,8,o,1,300000000,4800000000,4330,1108513,1,64,0.237
16,4,8,c,1,300000000,4800000000,4330,1108513,8,8,0.304
16,4,8,c,2,300000000,4800000000,4330,1108513,8,8,0.404
16,4,9,o,1,300000000,4800000000,3061,1567674,1,64,0.235
16,4,9,c,1,300000000,4800000000,3061,1567674,8,8,0.326
16,4,9,c,2,300000000,4800000000,3061,1567674,8,8,0.468
16,5,0,o,1,400000000,6400000000,80000,80000,8,8,0.339
16,5,0,o,2,400000000,6400000000,80000,80000,8,8,0.333
16,5,0,c,1,400000000,6400000000,80000,80000,8,8,0.339
16,5,0,c,2,400000000,6400000000,80000,80000,8,8,0.333
16,5,1,o,1,400000000,6400000000,56568,113138,4,16,0.342
16,5,1,o,2,400000000,6400000000,56568,113138,4,16,0.329
16,5,1,c,1,400000000,6400000000,56568,113138,8,8,0.337
16,5,1,c,2,400000000,6400000000,56568,113138,8,8,0.335
16,5,2,o,1,400000000,6400000000,40000,160000,4,16,0.334
16,5,2,o,2,400000000,6400000000,40000,160000,4,16,0.327
16,5,2,c,1,400000000,6400000000,40000,160000,8,8,0.3355
16,5,2,c,2,400000000,6400000000,40000,160000,8,8,0.339
16,5,3,o,1,400000000,6400000000,28284,226275,2,32,0.321
16,5,3,c,1,400000000,6400000000,28284,226275,8,8,0.337
16,5,3,c,2,400000000,6400000000,28284,226275,8,8,0.348
16,5,4,o,1,400000000,6400000000,20000,320000,2,32,0.3155
16,5,4,c,1,400000000,6400000000,20000,320000,8,8,0.3405
16,5,4,c,2,400000000,6400000000,20000,320000,8,8,0.36
16,5,5,o,1,400000000,6400000000,14142,452549,1,64,0.307
16,5,5,c,1,400000000,6400000000,14142,452549,8,8,0.343
16,5,5,c,2,400000000,6400000000,14142,452549,8,8,0.3785
16,5,6,o,1,400000000,6400000000,10000,640000,1,64,0.304
16,5,6,c,1,400000000,6400000000,10000,640000,8,8,0.349
16,5,6,c,2,400000000,6400000000,10000,640000,8,8,0.406
16,5,7,o,1,400000000,6400000000,7071,905097,1,64,0.302
16,5,7,c,1,400000000,6400000000,7071,905097,8,8,0.3605
16,5,7,c,2,400000000,6400000000,7071,905097,8,8,0.445
16,5,8,o,1,400000000,6400000000,5000,1280000,1,64,0.303
16,5,8,c,1,400000000,6400000000,5000,1280000,8,8,0.373
16,5,8,c,2,400000000,6400000000,5000,1280000,8,8,0.495
16,5,9,o,1,400000000,6400000000,3535,1810194,1,64,0.3015
16,5,9,c,1,400000000,6400000000,3535,1810194,8,8,0.4
16,5,9,c,2,400000000,6400000000,3535,1810194,8,8,0.571
32,0,0,o,1,1000000,32000000,5656,5657,8,16,0.117
32,0,0,o,2,1000000,32000000,5656,5657,8,16,0.112
32,0,0,c,1,1000000,32000000,5656,5657,16,8,0.122
32,0,0,c,2,1000000,32000000,5656,5657,16,8,0.1135
32,0,1,o,1,1000000,32000000,4000,8000,8,16,0.117
32,0,1,o,2,1000000,32000000,4000,8000,8,16,0.112
32,0,1,c,1,1000000,32000000,4000,8000,16,8,0.122
32,0,1,c,2,1000000,32000000,4000,8000,16,8,0.1135
32,0,2,o,1,1000000,32000000,2828,11314,4,32,0.111
32,0,2,o,2,1000000,32000000,2828,11314,4,32,0.101
32,0,2,c,1,1000000,32000000,2828,11314,16,8,0.122
32,0,2,c,2,1000000,32000000,2828,11314,16,8,0.1135
32,0,3,o,1,1000000,32000000,2000,16000,4,32,0.111
32,0,3,o,2,1000000,32000000,2000,16000,4,32,0.101
32,0,3,c,1,1000000,32000000,2000,16000,16,8,0.122
32,0,3,c,2,1000000,32000000,2000,16000,16,8,0.113
32,0,4,o,1,1000000,32000000,1414,22628,2,64,0.089
32,0,4,c,1,1000000,32000000,1414,22628,16,8,0.122
32,0,4,c,2,1000000,32000000,1414,22628,16,8,0.113
32,0,5,o,1,1000000,32000000,1000,32000,2,64,0.09
32,0,5,c,1,1000000,32000000,1000,32000,16,8,0.121
32,0,5,c,2,1000000,32000000,1000,32000,16,8,0.113
32,0,6,o,1,1000000,32000000,707,45255,1,128,0.074
32,0,6,c,1,1000000,32000000,707,45255,16,8,0.122
32,0,6,c,2,1000000,32000000,707,45255,16,8,0.113
32,0,7,o,1,1000000,32000000,500,64000,1,128,0.074
32,0,7,c,1,1000000,32000000,500,64000,16,8,0.122
32,0,7,c,2,1000000,32000000,500,64000,16,8,0.113
32,0,8,o,1,1000000,32000000,353,90510,1,128,0.074
32,0,8,c,1,1000000,32000000,353,90510,16,8,0.122
32,0,8,c,2,1000000,32000000,353,90510,16,8,0.113
32,0,9,o,1,1000000,32000000,250,128000,1,128,0.074
32,0,9,c,1,1000000,32000000,250,128000,16,8,0.122
32,0,9,c,2,1000000,32000000,250,128000,16,8,0.1135
32,1,0,o,1,25000000,800000000,28284,28285,8,16,0.113
32,1,0,o,2,25000000,800000000,28284,28285,8,16,0.1105
32,1,0,c,1,25000000,800000000,28284,28285,16,8,0.119
32,1,0,c,2,25000000,800000000,28284,28285,16,8,0.114
32,1,1,o,1,25000000,800000000,20000,40000,8,16,0.113
32,1,1,o,2,25000000,800000000,20000,40000,8,16,0.11
32,1,1,c,1,25000000,800000000,20000,40000,16,8,0.118
32,1,1,c,2,25000000,800000000,20000,40000,16,8,0.114
32,1,2,o,1,25000000,800000000,14142,56569,4,32,0.107
32,1,2,o,2,25000000,800000000,14142,56569,4,32,0.097
32,1,2,c,1,25000000,800000000,14142,56569,16,8,0.118
32,1,2,c,2,25000000,800000000,14142,56569,16,8,0.114
32,1,3,o,1,25000000,800000000,10000,80000,4,32,0.107
32,1,3,o,2,25000000,800000000,10000,80000,4,32,0.097
32,1,3,c,1,25000000,800000000,10000,80000,16,8,0.118
32,1,3,c,2,25000000,800000000,10000,80000,16,8,0.1135
32,1,4,o,1,25000000,800000000,7071,113138,2,64,0.085
32,1,4,c,1,25000000,800000000,7071,113138,16,8,0.118
32,1,4,c,2,25000000,800000000,7071,113138,16,8,0.114
